null	 Causal time: 	1415801536509	 Dep numbers: 	0
127.0.0.1 : 21000:194	 Eventual time: 	1415801536694	 Dep numbers: 	156
null	 Causal time: 	1415801536696	 Dep numbers: 	0
127.0.0.1 : 21000:195	 Eventual time: 	1415801536780	 Dep numbers: 	7
null	 Causal time: 	1415801536784	 Dep numbers: 	0
127.0.0.1 : 21000:196	 Eventual time: 	1415801536826	 Dep numbers: 	71
null	 Causal time: 	1415801536828	 Dep numbers: 	0
127.0.0.1 : 21000:197	 Eventual time: 	1415801536843	 Dep numbers: 	20
null	 Causal time: 	1415801536846	 Dep numbers: 	0
127.0.0.1 : 21000:198	 Eventual time: 	1415801536876	 Dep numbers: 	66
null	 Causal time: 	1415801536878	 Dep numbers: 	0
127.0.0.1 : 21000:199	 Eventual time: 	1415801536895	 Dep numbers: 	16
null	 Causal time: 	1415801536898	 Dep numbers: 	0
